# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
TIAM1	TIAM1	NM_001353694.1	protein_coding	0	4	4	179	5	0	2	0	0	0	0	8	0	159	4	0	0	0	2	0	2	6
TIAM1	TIAM1	NM_003253.3	protein_coding	0	3	4	505	5	0	1	0	0	0	0	8	0	487	4	0	0	0	1	0	2	5
TMEM50B	TMEM50B	NM_006134.7	protein_coding	0	0	1	91	11	0	0	0	0	0	0	12	0	63	1	0	0	0	0	0	0	5
TMEM50B	TMEM50B	NR_040016.1		0	0	0	125	0	0	0	0	0	0	0	4	0	102	0	14	0	0	0	0	0	5
TMPRSS15	TMPRSS15	NM_002772.3	protein_coding	0	3	5	224	2	0	0	0	0	0	0	2	0	218	5	0	0	0	0	0	3	2
TMPRSS2	TMPRSS2	NM_001135099.1	protein_coding	0	3	1	156	5	0	0	0	0	0	0	12	0	124	1	0	0	0	0	0	3	15
TMPRSS2	TMPRSS2	NM_005656.4	protein_coding	0	3	1	156	6	0	0	0	0	0	0	11	0	124	1	0	0	0	0	0	3	15
TMPRSS3	TMPRSS3	NM_001256317.2	protein_coding	0	2	4	95	3	0	0	0	0	0	0	28	0	55	4	0	0	0	1	0	1	10
TMPRSS3	TMPRSS3	NM_024022.3	protein_coding	0	2	4	95	3	0	0	0	0	0	0	28	0	55	4	0	0	0	1	0	1	10
TMPRSS3	TMPRSS3	NM_032404.2	protein_coding	0	1	1	83	3	0	2	0	0	0	0	28	0	41	1	0	0	0	0	0	1	9
TMPRSS3	TMPRSS3	NM_032405.2	protein_coding	0	2	4	50	0	0	0	0	0	0	0	7	0	34	4	0	0	0	1	0	1	10
TPTE	TPTE	NM_001290224.1	protein_coding	1	4	6	270	7	1	2	0	0	1	0	19	0	229	5	0	0	0	2	1	2	14
TPTE	TPTE	NM_199259.3	protein_coding	3	7	7	264	7	1	2	0	0	1	0	19	0	226	6	0	0	1	4	2	3	14
TPTE	TPTE	NM_199260.3	protein_coding	2	6	6	267	7	1	2	0	0	1	0	19	0	228	5	0	0	1	3	1	3	14
TPTE	TPTE	NM_199261.3	protein_coding	3	7	7	264	7	1	2	0	0	1	0	19	0	226	6	0	0	1	4	2	3	14
TRAPPC10	TRAPPC10	NM_001351709.1	protein_coding	0	1	2	30	0	0	1	0	0	0	0	0	0	26	2	0	0	0	0	0	1	3
TRAPPC10	TRAPPC10	NM_003274.5	protein_coding	0	2	2	65	0	0	0	0	0	0	0	0	0	64	2	0	0	0	0	0	2	1
TRPM2	TRPM2	NM_001320350.1	protein_coding	0	1	5	158	2	0	1	0	0	0	0	17	0	134	5	0	0	0	1	0	1	4
TRPM2	TRPM2	NM_001320351.1	protein_coding	0	1	5	158	2	0	1	0	0	0	0	17	0	134	5	0	0	0	1	0	1	4
TRPM2	TRPM2	NM_001320352.1	protein_coding	0	0	0	59	2	0	0	0	0	0	0	17	0	24	0	0	0	0	0	0	0	16
TRPM2	TRPM2	NM_003307.3	protein_coding	0	1	5	158	2	0	1	0	0	0	0	17	0	134	5	0	0	0	1	0	1	4
TRPM2	TRPM2	NR_038257.1		0	1	0	163	0	0	0	0	0	0	0	17	0	134	0	9	0	0	1	0	0	4
TRPM2-AS	TRPM2-AS	NR_109964.1		0	0	0	46	0	0	0	0	0	0	0	13	0	29	0	0	0	0	0	0	0	4
TSPEAR	TSPEAR	NM_001272037.2	protein_coding	0	1	1	621	0	0	0	0	0	0	0	0	0	618	1	0	0	0	0	0	1	3
TSPEAR	TSPEAR	NM_144991.3	protein_coding	0	1	1	621	0	0	0	0	0	0	0	0	0	618	1	0	0	0	0	0	1	3
TSPEAR-AS1	TSPEAR-AS1	NR_103707.1		0	0	0	15	0	0	0	0	0	0	0	5	0	3	0	1	0	0	0	0	0	6
TSPEAR-AS2	TSPEAR-AS2	NR_026547.1		0	0	0	10	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	2
TSPEAR-AS2	TSPEAR-AS2	NR_026548.1		0	0	0	10	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	2
TTC3	TTC3	NM_001001894.2	protein_coding	0	5	3	356	6	0	0	0	0	0	0	16	0	322	3	0	0	0	3	0	4	13
TTC3	TTC3	NM_001320703.2	protein_coding	1	5	3	355	6	0	0	0	0	0	0	16	0	321	3	0	0	0	3	1	4	13
TTC3	TTC3	NM_001320704.2	protein_coding	1	5	3	355	6	0	0	0	0	0	0	16	0	321	3	0	0	0	3	1	4	13
TTC3	TTC3	NM_001330681.2	protein_coding	0	4	3	357	6	0	0	0	0	0	0	16	0	322	3	0	0	0	2	0	4	13
TTC3	TTC3	NM_001330682.2	protein_coding	0	4	3	357	6	0	0	0	0	0	0	16	0	322	3	0	0	0	2	0	4	13
TTC3	TTC3	NM_001330683.2	protein_coding	0	5	3	356	6	0	0	0	0	0	0	16	0	322	3	0	0	0	3	0	4	13
TTC3	TTC3	NM_001353936.2	protein_coding	0	4	3	357	6	0	0	0	0	0	0	16	0	322	3	0	0	0	2	0	4	13
TTC3	TTC3	NM_001353937.2	protein_coding	0	4	3	357	6	0	1	0	0	0	0	16	0	322	3	0	0	0	3	0	3	13
TTC3	TTC3	NM_001353938.2	protein_coding	0	3	3	358	6	0	1	0	0	0	0	16	0	322	3	0	0	0	2	0	3	13
TTC3	TTC3	NM_003316.4	protein_coding	0	5	3	325	6	0	2	0	0	0	0	16	0	284	3	0	0	0	3	0	4	18
TTC3-AS1	TTC3-AS1	NR_046651.1		0	0	0	36	0	0	0	0	0	0	0	6	0	16	0	3	0	0	0	0	0	11
U2AF1	U2AF1	NM_001025203.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
U2AF1	U2AF1	NM_001025204.1.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
U2AF1	U2AF1	NM_006758.2.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
U2AF1L5	U2AF1L5.2	NM_001320646.2.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
U2AF1L5	U2AF1L5.2	NM_001320648.2.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
U2AF1L5	U2AF1L5.2	NM_001320650.2.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
U2AF1L5	U2AF1L5.2	NM_001320651.1.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
UBASH3A	UBASH3A	NM_001001895.3	protein_coding	0	8	4	163	1	0	0	0	0	0	0	14	0	133	4	0	0	0	3	0	5	18
UBASH3A	UBASH3A	NM_001243467.2	protein_coding	0	7	4	164	1	0	0	0	0	0	0	14	0	134	4	0	0	0	3	0	4	18
UBASH3A	UBASH3A	NM_018961.4	protein_coding	0	8	4	163	1	0	0	0	0	0	0	14	0	133	4	0	0	0	3	0	5	18
UBE2G2	UBE2G2	NM_001202489.2	protein_coding	0	0	0	71	12	0	0	0	0	0	0	14	0	41	0	0	0	0	0	0	0	4
UBE2G2	UBE2G2	NM_003343.6	protein_coding	0	0	0	71	12	0	0	0	0	0	0	14	0	41	0	0	0	0	0	0	0	4
UBE2G2	UBE2G2	NM_182688.3	protein_coding	0	0	0	71	12	0	0	0	0	0	0	14	0	41	0	0	0	0	0	0	0	4
UMODL1	UMODL1	NM_001004416.2	protein_coding	0	11	11	235	3	0	0	0	0	0	0	10	0	220	11	0	0	0	5	0	6	7
UMODL1	UMODL1	NM_001199527.2	protein_coding	0	12	13	259	3	0	0	0	0	0	0	11	0	232	13	0	0	0	5	0	7	18
UMODL1	UMODL1	NM_001199528.3	protein_coding	0	11	11	262	3	0	0	0	0	0	0	11	0	235	11	0	0	0	5	0	6	18
UMODL1	UMODL1	NM_173568.3	protein_coding	0	12	13	232	3	0	0	0	0	0	0	10	0	217	13	0	0	0	5	0	7	7
UMODL1-AS1	UMODL1-AS1	NR_027243.1		0	0	0	91	0	0	0	0	0	0	0	17	0	18	0	8	0	0	0	0	0	48
URB1	URB1	NM_014825.3	protein_coding	0	7	5	97	4	0	0	0	0	0	0	5	0	87	5	0	0	0	2	0	5	3
URB1-AS1	URB1-AS1	NR_026845.1		0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	2
USP16	USP16	NM_001001992.1	protein_coding	0	1	1	40	0	0	0	0	0	0	0	6	0	28	1	0	0	0	0	0	1	6
USP16	USP16	NM_001032410.1	protein_coding	0	1	1	40	0	0	0	0	0	0	0	6	0	28	1	0	0	0	0	0	1	6
USP16	USP16	NM_006447.3	protein_coding	0	1	1	40	0	0	0	0	0	0	0	6	0	28	1	0	0	0	0	0	1	6
USP25	USP25	NM_001283041.2	protein_coding	0	1	0	58	0	0	0	0	0	0	0	2	0	54	0	0	0	0	1	0	0	3
USP25	USP25	NM_001283042.3	protein_coding	0	1	0	58	0	0	0	0	0	0	0	2	0	54	0	0	0	0	1	0	0	3
USP25	USP25	NM_001352560.2	protein_coding	0	1	0	58	0	0	0	0	0	0	0	2	0	54	0	0	0	0	1	0	0	3
USP25	USP25	NM_001352561.2	protein_coding	0	1	0	58	0	0	0	0	0	0	0	2	0	54	0	0	0	0	1	0	0	3
USP25	USP25	NM_013396.6	protein_coding	0	1	0	58	0	0	0	0	0	0	0	2	0	54	0	0	0	0	1	0	0	3
VPS26C	VPS26C	NM_001331018.1	protein_coding	0	0	0	63	1	0	1	0	0	0	0	8	0	47	0	0	0	0	0	0	0	6
VPS26C	VPS26C	NM_001331021.1	protein_coding	0	0	0	63	1	0	1	0	0	0	0	8	0	47	0	0	0	0	0	0	0	6
VPS26C	VPS26C	NM_001331022.1	protein_coding	0	0	0	63	1	0	1	0	0	0	0	8	0	47	0	0	0	0	0	0	0	6
VPS26C	VPS26C	NM_006052.2	protein_coding	0	0	0	63	1	0	0	0	0	0	0	8	0	47	0	0	0	0	0	0	0	7
WDR4	WDR4	NM_001260474.1	protein_coding	0	1	3	138	7	0	1	0	0	0	0	14	0	103	3	0	0	0	0	0	1	13
WDR4	WDR4	NM_001260475.1	protein_coding	0	0	2	140	7	0	3	0	0	0	0	14	0	103	2	0	0	0	0	0	0	13
WDR4	WDR4	NM_001260476.1	protein_coding	0	0	2	140	7	0	3	0	0	0	0	14	0	103	2	0	0	0	0	0	0	13
WDR4	WDR4	NM_001260477.1	protein_coding	0	0	2	140	7	0	3	0	0	0	0	14	0	102	2	0	0	0	0	0	0	14
WDR4	WDR4	NM_018669.6	protein_coding	0	1	3	138	7	0	0	0	0	0	0	14	0	103	3	0	0	0	0	0	1	14
WDR4	WDR4	NM_033661.4	protein_coding	0	1	3	152	0	0	1	0	0	0	0	13	0	125	3	0	0	0	0	0	1	13
WDR4	WDR4	NR_048535.1		0	0	0	142	0	0	0	0	0	0	0	14	0	103	0	12	0	0	0	0	0	13
WRB-SH3BGR	WRB-SH3BGR	NM_001317744.2	protein_coding	0	0	2	232	0	0	0	0	0	0	1	2	0	223	1	0	0	0	0	0	0	7
WRB-SH3BGR	WRB-SH3BGR	NM_001350300.2	protein_coding	0	0	1	233	0	0	0	0	0	0	0	2	0	224	1	0	0	0	0	0	0	7
WRB-SH3BGR	WRB-SH3BGR	NR_146618.2		0	0	0	234	0	0	0	0	0	0	0	2	0	221	0	4	0	0	0	0	0	7
YBEY	YBEY	NM_001006114.2	protein_coding	0	0	0	87	4	0	0	0	0	0	0	28	0	43	0	0	0	0	0	0	0	12
YBEY	YBEY	NM_001314022.2	protein_coding	0	0	1	108	1	0	1	0	0	0	0	20	0	74	1	0	0	0	0	0	0	12
YBEY	YBEY	NM_001314023.2	protein_coding	0	0	1	108	1	0	0	0	0	0	0	20	0	75	1	0	0	0	0	0	0	12
YBEY	YBEY	NM_001314024.2	protein_coding	0	0	1	108	1	0	0	0	0	0	0	20	0	75	1	0	0	0	0	0	0	12
YBEY	YBEY	NM_001314025.2	protein_coding	0	0	1	108	1	0	0	0	0	0	0	20	0	75	1	0	0	0	0	0	0	12
YBEY	YBEY	NM_001314026.1	protein_coding	0	0	0	87	4	0	1	0	0	0	0	28	0	42	0	0	0	0	0	0	0	12
YBEY	YBEY	NM_058181.3	protein_coding	0	0	1	108	1	0	1	0	0	0	0	20	0	74	1	0	0	0	0	0	0	12
ZBTB21	ZBTB21	NM_001098402.2	protein_coding	0	2	3	49	3	0	0	0	0	1	0	5	0	32	2	0	0	0	0	0	2	9
ZBTB21	ZBTB21	NM_001098403.2	protein_coding	0	2	3	49	3	0	0	0	0	1	0	5	0	32	2	0	0	0	0	0	2	9
ZBTB21	ZBTB21	NM_001320729.2	protein_coding	0	2	3	49	3	0	0	0	0	1	0	5	0	32	2	0	0	0	0	0	2	9
ZBTB21	ZBTB21	NM_001320731.2	protein_coding	0	2	3	49	3	0	1	0	0	1	0	5	0	31	2	0	0	0	0	0	2	9
ZBTB21	ZBTB21	NM_020727.5	protein_coding	0	2	3	49	3	0	0	0	0	1	0	5	0	32	2	0	0	0	0	0	2	9
ZNF295-AS1	ZNF295-AS1	NR_027273.2		1	0	0	47	0	0	0	0	0	0	0	18	0	5	0	3	1	0	0	0	0	22
ZNF295-AS1	ZNF295-AS1	NR_119384.1		1	0	0	72	0	0	0	0	0	0	0	18	0	37	0	7	1	0	0	0	0	11
ZNF295-AS1	ZNF295-AS1	NR_119385.1		1	0	0	47	0	0	0	0	0	0	0	18	0	6	0	4	1	0	0	0	0	20
